"year","id","hrs1","marital","childs","income","happy","ballot"
2004,680,"20","Never married","0","$25000 or more","Pretty happy","Ballot c"
2004,681,"60","Married","2","$25000 or more","Pretty happy","Ballot b"
2004,682,"10","Divorced","2","Refused","Not applicable","Ballot a"
2004,683,"Not applicable","Never married","0","$8000 to 9999","Not applicable","Ballot a"
2004,684,"Not applicable","Married","4","Refused","Not applicable","Ballot c"
2004,685,"Not applicable","Widowed","1","$7000 to 7999","Pretty happy","Ballot a"
2004,686,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot b"
2004,687,"40","Never married","0","$25000 or more","Not applicable","Ballot b"
2004,688,"32","Married","2","Refused","Not applicable","Ballot a"
2004,689,"16","Married","1","$25000 or more","Pretty happy","Ballot a"
2004,690,"40","Married","0","$25000 or more","Not applicable","Ballot c"
2004,691,"70","Married","2","$25000 or more","Not applicable","Ballot c"
2004,692,"Not applicable","Widowed","4","Lt $1000","Not applicable","Ballot c"
2004,693,"Not applicable","Widowed","1","Refused","Very happy","Ballot a"
2004,694,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot c"
2004,695,"40","Never married","1","$25000 or more","Very happy","Ballot c"
2004,696,"47","Married","1","$15000 - 19999","Pretty happy","Ballot c"
2004,697,"52","Married","1","$20000 - 24999","Not too happy","Ballot b"
2004,698,"Not applicable","Divorced","4","$1000 to 2999","Not applicable","Ballot a"
2004,699,"Not applicable","Divorced","3","$25000 or more","Not applicable","Ballot a"
2004,700,"40","Never married","0","$25000 or more","Not applicable","Ballot c"
2004,701,"Not applicable","Never married","3","$25000 or more","Not applicable","Ballot b"
2004,702,"40","Divorced","4","$25000 or more","Not too happy","Ballot c"
2004,703,"48","Divorced","3","$20000 - 24999","Not too happy","Ballot a"
2004,704,"40","Never married","2","$25000 or more","Pretty happy","Ballot b"
2004,705,"40","Separated","3","Refused","Not applicable","Ballot a"
2004,706,"Not applicable","Never married","0","Refused","Not applicable","Ballot c"
2004,707,"40","Married","3","$25000 or more","Pretty happy","Ballot a"
2004,708,"40","Married","0","Refused","Not applicable","Ballot a"
2004,709,"40","Never married","1","Refused","Not applicable","Ballot b"
2004,710,"55","Never married","1","$25000 or more","Not applicable","Ballot b"
2004,711,"40","Never married","2","$25000 or more","Not too happy","Ballot b"
2004,712,"40","Married","1","Refused","Very happy","Ballot b"
2004,713,"40","Married","2","Refused","Not applicable","Ballot c"
2004,714,"40","Divorced","2","$25000 or more","Not applicable","Ballot a"
2004,715,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot b"
2004,716,"40","Married","7","$25000 or more","Very happy","Ballot a"
2004,717,"50","Married","0","Refused","Not applicable","Ballot b"
2004,718,"40","Married","2","$25000 or more","Not applicable","Ballot b"
2004,719,"40","Married","3","Refused","Not applicable","Ballot b"
2004,720,"80","Never married","0","$25000 or more","Very happy","Ballot c"
2004,721,"Not applicable","Married","0","$25000 or more","Very happy","Ballot c"
2004,722,"Not applicable","Married","2","Refused","Very happy","Ballot c"
2004,723,"16","Never married","0","$10000 - 14999","Not applicable","Ballot b"
2004,724,"Not applicable","Married","2","Refused","Not applicable","Ballot c"
2004,725,"Not applicable","Married","6","$25000 or more","Pretty happy","Ballot b"
2004,726,"45","Divorced","3","$25000 or more","Not applicable","Ballot b"
2004,727,"2","Married","2","$25000 or more","Very happy","Ballot a"
2004,728,"45","Married","3","Don't know","Very happy","Ballot c"
2004,729,"45","Divorced","0","$25000 or more","Not applicable","Ballot c"
2004,730,"49","Divorced","2","$25000 or more","Not applicable","Ballot a"
2004,731,"Not applicable","Married","3","$25000 or more","Very happy","Ballot b"
2004,732,"42","Married","0","$25000 or more","Pretty happy","Ballot b"
2004,733,"46","Married","3","$25000 or more","Not applicable","Ballot a"
2004,734,"25","Never married","0","$25000 or more","Not applicable","Ballot c"
2004,735,"54","Divorced","3","$25000 or more","Not applicable","Ballot c"
2004,736,"40","Divorced","1","$20000 - 24999","Not too happy","Ballot a"
2004,737,"40","Never married","1","$25000 or more","Pretty happy","Ballot b"
2004,738,"Not applicable","Never married","0","$20000 - 24999","Not too happy","Ballot b"
2004,739,"4","Never married","0","$10000 - 14999","Pretty happy","Ballot b"
2004,740,"40","Separated","2","$25000 or more","Pretty happy","Ballot c"
2004,741,"Not applicable","Divorced","0","$10000 - 14999","Pretty happy","Ballot a"
2004,742,"Not applicable","Divorced","3","$7000 to 7999","Not applicable","Ballot c"
2004,743,"40","Never married","0","$25000 or more","Pretty happy","Ballot a"
2004,744,"Not applicable","Married","3","$25000 or more","Not applicable","Ballot c"
2004,745,"25","Married","3","$25000 or more","Very happy","Ballot b"
2004,746,"50","Married","2","$25000 or more","Not applicable","Ballot b"
2004,747,"40","Married","3","$25000 or more","Very happy","Ballot c"
2004,748,"46","Married","0","$25000 or more","Not applicable","Ballot a"
2004,749,"Not applicable","Married","1","$20000 - 24999","Pretty happy","Ballot a"
2004,750,"Not applicable","Married","0","$25000 or more","Pretty happy","Ballot a"
2004,751,"57","Married","2","Refused","Not applicable","Ballot b"
2004,752,"40","Never married","3","$25000 or more","Not too happy","Ballot c"
2004,753,"38","Married","4","$25000 or more","Very happy","Ballot b"
2004,754,"Not applicable","Never married","0","$1000 to 2999","Not too happy","Ballot c"
2004,755,"65","Married","3","$25000 or more","Not applicable","Ballot a"
2004,756,"36","Married","2","$25000 or more","Not applicable","Ballot b"
2004,757,"14","Married","7","$25000 or more","Very happy","Ballot a"
2004,758,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot c"
2004,759,"44","Married","0","$25000 or more","Not applicable","Ballot c"
2004,760,"50","Divorced","3","$25000 or more","Pretty happy","Ballot a"
2004,761,"40","Divorced","1","$25000 or more","Pretty happy","Ballot a"
2004,762,"50","Married","4","$25000 or more","Not applicable","Ballot a"
2004,763,"60","Divorced","0","$25000 or more","Not applicable","Ballot a"
2004,764,"Not applicable","Married","5","$25000 or more","Not applicable","Ballot b"
2004,765,"65","Never married","2","$25000 or more","Pretty happy","Ballot b"
2004,766,"25","Separated","0","$20000 - 24999","Very happy","Ballot c"
2004,767,"50","Never married","0","$25000 or more","Not applicable","Ballot c"
2004,768,"60","Married","2","$6000 to 6999","Not applicable","Ballot b"
2004,769,"35","Never married","2","$8000 to 9999","Not applicable","Ballot c"
2004,770,"64","Divorced","1","$25000 or more","Not applicable","Ballot b"
2004,771,"42","Never married","0","$25000 or more","Not too happy","Ballot a"
2004,772,"60","Never married","0","$25000 or more","Pretty happy","Ballot c"
2004,773,"Not applicable","Married","0","$25000 or more","Not applicable","Ballot a"
2004,774,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot c"
2004,775,"70","Married","2","$25000 or more","Very happy","Ballot b"
2004,776,"25","Married","2","$25000 or more","Very happy","Ballot a"
2004,777,"40","Married","2","$25000 or more","Not applicable","Ballot b"
2004,778,"40","Married","2","$25000 or more","Pretty happy","Ballot b"
2004,779,"40","Married","7","$25000 or more","Pretty happy","Ballot a"
2004,780,"50","Married","2","$25000 or more","Not applicable","Ballot c"
2004,781,"40","Married","1","$25000 or more","Not applicable","Ballot b"
2004,782,"38","Never married","0","$25000 or more","Very happy","Ballot c"
2004,783,"40","Married","1","$25000 or more","Not applicable","Ballot b"
2004,784,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot a"
2004,785,"50","Married","2","$25000 or more","Very happy","Ballot b"
2004,786,"55","Married","2","$25000 or more","Very happy","Ballot a"
2004,787,"60","Divorced","2","$25000 or more","Very happy","Ballot c"
2004,788,"50","Married","2","$25000 or more","Not applicable","Ballot c"
2004,789,"70","Married","0","$25000 or more","Not applicable","Ballot c"
2004,790,"60","Married","2","$25000 or more","Not applicable","Ballot b"
2004,791,"28","Never married","1","$25000 or more","Not too happy","Ballot b"
2004,792,"45","Married","0","$25000 or more","Very happy","Ballot a"
2004,793,"60","Married","2","$25000 or more","Pretty happy","Ballot b"
2004,794,"Not applicable","Never married","0","$15000 - 19999","Not applicable","Ballot b"
2004,795,"40","Divorced","1","$25000 or more","Not applicable","Ballot b"
2004,796,"Not applicable","Married","Eight or m","$20000 - 24999","Pretty happy","Ballot b"
2004,797,"Not applicable","Married","0","Refused","Not applicable","Ballot c"
2004,798,"Not applicable","Married","4","$25000 or more","Not applicable","Ballot a"
2004,799,"Not applicable","Widowed","4","Don't know","Not applicable","Ballot c"
2004,800,"Not applicable","Married","4","$25000 or more","Not applicable","Ballot b"
2004,801,"20","Married","2","$25000 or more","Not applicable","Ballot b"
2004,802,"Not applicable","Married","2","$25000 or more","Very happy","Ballot a"
2004,803,"65","Divorced","4","$25000 or more","Not applicable","Ballot b"
2004,804,"20","Divorced","2","$20000 - 24999","Pretty happy","Ballot b"
2004,805,"38","Married","2","Refused","Not applicable","Ballot b"
2004,806,"40","Married","0","$20000 - 24999","Pretty happy","Ballot a"
2004,807,"57","Separated","1","$25000 or more","Pretty happy","Ballot a"
2004,808,"Not applicable","Married","3","$25000 or more","Not applicable","Ballot a"
2004,809,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot c"
2004,810,"Not applicable","Married","2","$25000 or more","Very happy","Ballot c"
2004,811,"40","Married","0","$25000 or more","Not applicable","Ballot a"
2004,812,"Not applicable","Divorced","1","$25000 or more","Pretty happy","Ballot a"
2004,813,"50","Married","2","$25000 or more","Not applicable","Ballot c"
2004,814,"Not applicable","Married","5","Refused","Pretty happy","Ballot a"
2004,815,"40","Never married","0","$25000 or more","Pretty happy","Ballot b"
2004,816,"50","Never married","0","$25000 or more","Not applicable","Ballot b"
2004,817,"40","Married","0","$25000 or more","Pretty happy","Ballot c"
2004,818,"20","Never married","2","$25000 or more","Very happy","Ballot a"
2004,819,"45","Married","0","$15000 - 19999","Pretty happy","Ballot b"
2004,820,"40","Never married","0","Don't know","Not applicable","Ballot c"
2004,821,"32","Never married","1","$15000 - 19999","Not applicable","Ballot b"
2004,822,"45","Married","0","$25000 or more","Pretty happy","Ballot c"
2004,823,"40","Never married","0","$8000 to 9999","Not too happy","Ballot a"
2004,824,"Not applicable","Never married","0","$5000 to 5999","Not applicable","Ballot a"
2004,825,"40","Never married","0","$25000 or more","Pretty happy","Ballot a"
2004,826,"Not applicable","Married","1","$25000 or more","Pretty happy","Ballot b"
2004,827,"Not applicable","Separated","3","$25000 or more","Pretty happy","Ballot b"
2004,828,"45","Divorced","3","$25000 or more","Not applicable","Ballot b"
2004,829,"50","Married","2","$25000 or more","Not applicable","Ballot c"
2004,830,"20","Never married","2","$25000 or more","Very happy","Ballot a"
2004,831,"40","Divorced","2","$25000 or more","Not applicable","Ballot a"
2004,832,"35","Divorced","4","$20000 - 24999","Not too happy","Ballot a"
2004,833,"Not applicable","Divorced","1","Refused","Pretty happy","Ballot b"
2004,834,"40","Divorced","0","$25000 or more","Very happy","Ballot c"
2004,835,"45","Married","0","$25000 or more","Not applicable","Ballot a"
2004,836,"38","Never married","0","$25000 or more","Not applicable","Ballot b"
2004,837,"22","Never married","2","$25000 or more","Pretty happy","Ballot b"
2004,838,"16","Never married","4","$20000 - 24999","Not too happy","Ballot a"
2004,839,"30","Never married","0","$25000 or more","Pretty happy","Ballot b"
2004,840,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot c"
2004,841,"Not applicable","Married","1","$25000 or more","Not applicable","Ballot c"
2004,842,"Not applicable","Married","4","Refused","Not too happy","Ballot a"
2004,843,"Not applicable","Married","3","$25000 or more","Not applicable","Ballot a"
2004,844,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot a"
2004,845,"30","Widowed","2","$25000 or more","Not too happy","Ballot c"
2004,846,"20","Never married","0","$25000 or more","Not applicable","Ballot b"
2004,847,"40","Divorced","1","$25000 or more","Not applicable","Ballot c"
2004,848,"15","Married","1","$25000 or more","Not applicable","Ballot a"
2004,849,"Not applicable","Divorced","3","Refused","Not too happy","Ballot b"
2004,850,"Not applicable","Married","2","Refused","Not applicable","Ballot c"
2004,851,"Not applicable","Widowed","2","$20000 - 24999","Pretty happy","Ballot a"
2004,852,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot c"
2004,853,"Not applicable","Married","Eight or m","Refused","Pretty happy","Ballot b"
2004,854,"Not applicable","Married","1","Refused","Very happy","Ballot a"
2004,855,"Not applicable","Married","1","$25000 or more","Not applicable","Ballot b"
2004,856,"Not applicable","Widowed","3","$25000 or more","Not applicable","Ballot c"
2004,857,"25","Married","4","Refused","Very happy","Ballot b"
2004,858,"45","Married","2","Refused","Not applicable","Ballot c"
2004,859,"Not applicable","Divorced","4","Refused","Not too happy","Ballot a"
2004,860,"60","Married","0","$25000 or more","Not applicable","Ballot b"
2004,861,"Not applicable","Never married","0","Refused","Not too happy","Ballot c"
2004,862,"50","Divorced","0","$25000 or more","Not applicable","Ballot a"
2004,863,"Not applicable","Never married","0","$5000 to 5999","Not applicable","Ballot c"
2004,864,"40","Married","1","$25000 or more","Not applicable","Ballot a"
2004,865,"Not applicable","Divorced","Eight or m","Don't know","Not applicable","Ballot b"
2004,866,"34","Widowed","3","Refused","Very happy","Ballot c"
2004,867,"Not applicable","Married","3","$20000 - 24999","Very happy","Ballot b"
2004,868,"42","Married","0","$20000 - 24999","Not applicable","Ballot c"
2004,869,"40","Divorced","5","$20000 - 24999","Not applicable","Ballot a"
2004,870,"46","Married","4","$25000 or more","Not applicable","Ballot c"
2004,871,"30","Married","4","$25000 or more","Not applicable","Ballot a"
2004,872,"Not applicable","Married","3","Don't know","Very happy","Ballot b"
2004,873,"40","Divorced","2","$15000 - 19999","Not applicable","Ballot b"
2004,874,"6","Married","4","$25000 or more","Not applicable","Ballot b"
2004,875,"Not applicable","Married","0","Refused","Not applicable","Ballot c"
2004,876,"Not applicable","Separated","2","$25000 or more","Not applicable","Ballot c"
2004,877,"32","Married","2","$25000 or more","Not applicable","Ballot a"
2004,878,"40","Married","2","$25000 or more","Not applicable","Ballot a"
2004,879,"40","Married","2","Refused","Pretty happy","Ballot c"
2004,880,"Not applicable","Never married","0","$6000 to 6999","Not too happy","Ballot b"
2004,881,"30","Married","2","$25000 or more","Not applicable","Ballot b"
2004,882,"Not applicable","Never married","0","$10000 - 14999","Not too happy","Ballot c"
2004,883,"40","Never married","1","$25000 or more","Very happy","Ballot c"
2004,884,"Not applicable","Widowed","4","$15000 - 19999","Not applicable","Ballot b"
2004,885,"32","Separated","3","$25000 or more","Not applicable","Ballot a"
2004,886,"Not applicable","Divorced","Eight or m","$6000 to 6999","Not too happy","Ballot a"
2004,887,"50","Married","0","$25000 or more","Not applicable","Ballot a"
2004,888,"40","Separated","2","$25000 or more","Pretty happy","Ballot a"
2004,889,"40","Separated","2","$25000 or more","Not applicable","Ballot c"
2004,890,"55","Divorced","0","$25000 or more","Very happy","Ballot b"
2004,891,"Not applicable","Married","0","Don't know","Not applicable","Ballot c"
2004,892,"Not applicable","Never married","0","$20000 - 24999","Not applicable","Ballot a"
2004,893,"Not applicable","Married","6","$25000 or more","Not applicable","Ballot b"
2004,894,"40","Never married","0","$6000 to 6999","Pretty happy","Ballot c"
2004,895,"Not applicable","Widowed","1","$20000 - 24999","Not applicable","Ballot a"
2004,896,"Not applicable","Never married","1","Refused","Very happy","Ballot c"
2004,897,"Not applicable","Never married","2","$15000 - 19999","Not applicable","Ballot c"
2004,898,"35","Married","1","$10000 - 14999","Not applicable","Ballot b"
2004,899,"60","Married","1","$25000 or more","Not applicable","Ballot c"
2004,900,"50","Never married","0","$25000 or more","Not applicable","Ballot b"
2004,901,"Not applicable","Never married","1","$6000 to 6999","Pretty happy","Ballot b"
2004,902,"Not applicable","Widowed","3","$25000 or more","Not applicable","Ballot c"
2004,903,"Not applicable","Divorced","5","$25000 or more","Not too happy","Ballot b"
2004,904,"40","Married","4","$10000 - 14999","Not too happy","Ballot a"
2004,905,"40","Married","6","$25000 or more","Not applicable","Ballot b"
2004,906,"50","Married","2","$25000 or more","Not applicable","Ballot b"
2004,907,"32","Married","1","$25000 or more","Very happy","Ballot c"
2004,908,"60","Married","0","$25000 or more","Pretty happy","Ballot b"
2004,909,"40","Divorced","2","$25000 or more","Pretty happy","Ballot a"
2004,910,"Not applicable","Married","2","Refused","Pretty happy","Ballot b"
2004,911,"25","Married","5","$25000 or more","Pretty happy","Ballot a"
2004,912,"Not applicable","Never married","0","$25000 or more","Not applicable","Ballot c"
2004,913,"37","Never married","0","$25000 or more","Not too happy","Ballot b"
2004,914,"47","Never married","2","$25000 or more","Not applicable","Ballot b"
2004,915,"Not applicable","Married","3","$25000 or more","Not applicable","Ballot a"
2004,916,"Not applicable","Married","3","$25000 or more","Very happy","Ballot a"
2004,917,"75","Married","2","$25000 or more","Pretty happy","Ballot c"
2004,918,"Not applicable","Married","0","$25000 or more","Very happy","Ballot c"
2004,919,"Not applicable","Divorced","3","$25000 or more","Not applicable","Ballot c"
2004,920,"20","Married","2","$25000 or more","Not applicable","Ballot a"
2004,921,"Not applicable","Married","2","Refused","Not applicable","Ballot b"
2004,922,"50","Married","3","$25000 or more","Very happy","Ballot b"
2004,923,"Not applicable","Never married","0","$25000 or more","Very happy","Ballot a"
2004,924,"Not applicable","Married","3","Refused","Pretty happy","Ballot c"
2004,925,"40","Never married","0","$25000 or more","Not applicable","Ballot a"
2004,926,"55","Never married","0","$25000 or more","Pretty happy","Ballot c"
2004,927,"86","Married","4","$25000 or more","Not applicable","Ballot a"
2004,928,"40","Never married","1","$25000 or more","Not applicable","Ballot b"
2004,929,"50","Never married","0","$25000 or more","Not too happy","Ballot b"
2004,930,"Not applicable","Married","1","$25000 or more","Not too happy","Ballot a"
2004,931,"20","Married","1","$25000 or more","Pretty happy","Ballot b"
2004,932,"45","Divorced","3","$25000 or more","Not applicable","Ballot a"
2004,933,"40","Divorced","4","$25000 or more","Not applicable","Ballot c"
2004,934,"Not applicable","Married","2","Don't know","Not applicable","Ballot a"
2004,935,"40","Never married","1","$25000 or more","Pretty happy","Ballot b"
2004,936,"38","Never married","0","$25000 or more","Not applicable","Ballot b"
2004,937,"40","Married","1","$25000 or more","Pretty happy","Ballot b"
2004,938,"40","Separated","2","$10000 - 14999","Not too happy","Ballot b"
2004,939,"40","Divorced","0","$25000 or more","Not applicable","Ballot b"
2004,940,"31","Married","2","$25000 or more","Very happy","Ballot a"
2004,941,"50","Never married","0","$25000 or more","Not applicable","Ballot a"
2004,942,"Not applicable","Divorced","3","$6000 to 6999","Not applicable","Ballot b"
2004,943,"Not applicable","Never married","0","Lt $1000","Not applicable","Ballot c"
2004,944,"40","Married","3","Don't know","Not applicable","Ballot c"
2004,945,"20","Married","5","$25000 or more","Not applicable","Ballot c"
2004,946,"Not applicable","Never married","0","Lt $1000","Not too happy","Ballot b"
2004,947,"40","Married","4","$25000 or more","Not applicable","Ballot a"
2004,948,"56","Never married","0","$25000 or more","Pretty happy","Ballot a"
2004,949,"Not applicable","Separated","3","Lt $1000","Not too happy","Ballot b"
2004,950,"Not applicable","Divorced","3","$10000 - 14999","Not applicable","Ballot b"
2004,951,"Not applicable","Married","0","Don't know","Not too happy","Ballot c"
2004,952,"50","Married","3","$25000 or more","Not applicable","Ballot c"
2004,953,"40","Married","0","$25000 or more","Very happy","Ballot c"
2004,954,"Not applicable","Married","0","$15000 - 19999","Not applicable","Ballot a"
2004,955,"Not applicable","Widowed","3","$15000 - 19999","Not applicable","Ballot b"
2004,956,"50","Never married","0","$25000 or more","Pretty happy","Ballot c"
2004,957,"Not applicable","Never married","1","$20000 - 24999","Not applicable","Ballot a"
2004,958,"Not applicable","Divorced","1","$10000 - 14999","Not applicable","Ballot c"
2004,959,"40","Never married","0","$20000 - 24999","Pretty happy","Ballot b"
2004,960,"40","Married","2","$25000 or more","Very happy","Ballot c"
2004,961,"40","Never married","0","$10000 - 14999","Not applicable","Ballot c"
2004,962,"Not applicable","Never married","0","$15000 - 19999","Pretty happy","Ballot a"
2004,963,"50","Never married","0","$20000 - 24999","Pretty happy","Ballot b"
2004,964,"Not applicable","Married","1","$15000 - 19999","Not too happy","Ballot c"
2004,965,"40","Never married","0","$25000 or more","Not applicable","Ballot c"
2004,966,"40","Married","4","$25000 or more","Not applicable","Ballot a"
2004,967,"48","Never married","0","$25000 or more","Not applicable","Ballot b"
2004,968,"40","Married","2","$20000 - 24999","Not applicable","Ballot a"
2004,969,"Not applicable","Married","1","$25000 or more","Pretty happy","Ballot c"
2004,970,"Not applicable","Married","7","$25000 or more","Not applicable","Ballot b"
2004,971,"40","Married","2","$25000 or more","Very happy","Ballot c"
2004,972,"Not applicable","Separated","3","$20000 - 24999","Pretty happy","Ballot b"
2004,973,"48","Married","2","$25000 or more","Very happy","Ballot b"
2004,974,"Not applicable","Widowed","1","Don't know","Pretty happy","Ballot a"
2004,975,"30","Married","3","Refused","Not applicable","Ballot a"
2004,976,"60","Divorced","4","$25000 or more","Not applicable","Ballot a"
2004,977,"40","Divorced","2","$25000 or more","Pretty happy","Ballot c"
2004,978,"45","Married","0","$25000 or more","Not applicable","Ballot b"
2004,979,"60","Married","0","$25000 or more","Very happy","Ballot c"
2004,980,"47","Married","1","$25000 or more","Not too happy","Ballot b"
2004,981,"80","Never married","0","$25000 or more","Not applicable","Ballot b"
2004,982,"40","Married","2","Don't know","Pretty happy","Ballot a"
2004,983,"50","Divorced","0","$25000 or more","Not applicable","Ballot a"
2004,984,"Not applicable","Divorced","2","$25000 or more","Pretty happy","Ballot c"
2004,985,"Not applicable","Widowed","3","$6000 to 6999","Not applicable","Ballot c"
2004,986,"50","Married","2","$25000 or more","Not applicable","Ballot b"
2004,987,"16","Married","2","$25000 or more","Not applicable","Ballot b"
2004,988,"60","Married","3","$25000 or more","Not applicable","Ballot a"
2004,989,"8","Married","4","$25000 or more","Pretty happy","Ballot c"
2004,990,"Not applicable","Married","2","$25000 or more","Very happy","Ballot b"
2004,991,"45","Divorced","0","$25000 or more","Very happy","Ballot a"
2004,992,"44","Married","2","$25000 or more","Pretty happy","Ballot a"
2004,993,"40","Married","0","$25000 or more","Very happy","Ballot b"
2004,994,"13","Never married","3","$20000 - 24999","Not applicable","Ballot a"
2004,995,"24","Never married","0","$15000 - 19999","Not applicable","Ballot b"
2004,996,"Not applicable","Separated","7","$15000 - 19999","Very happy","Ballot c"
2004,997,"Not applicable","Never married","4","$20000 - 24999","Not applicable","Ballot b"
2004,998,"Not applicable","Never married","2","$5000 to 5999","Not applicable","Ballot c"
2004,999,"Not applicable","Never married","0","Lt $1000","Not applicable","Ballot c"
2004,1000,"60","Married","1","$25000 or more","Not applicable","Ballot c"
2004,1001,"18","Married","4","Refused","Not applicable","Ballot a"
2004,1002,"25","Never married","0","$25000 or more","Very happy","Ballot a"
2004,1003,"89","Married","0","$25000 or more","Pretty happy","Ballot c"
2004,1004,"56","Married","0","$25000 or more","Pretty happy","Ballot c"
2004,1005,"38","Married","2","$25000 or more","Not applicable","Ballot c"
2004,1006,"40","Married","4","Refused","Very happy","Ballot a"
2004,1007,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot a"
2004,1008,"Not applicable","Married","3","$25000 or more","Not applicable","Ballot b"
2004,1009,"45","Never married","2","$25000 or more","Not applicable","Ballot b"
2004,1010,"Not applicable","Widowed","3","Don't know","Pretty happy","Ballot a"
2004,1011,"61","Never married","0","$25000 or more","Pretty happy","Ballot a"
2004,1012,"Not applicable","Married","1","Don't know","Not applicable","Ballot b"
2004,1013,"Not applicable","Married","3","Refused","Very happy","Ballot c"
2004,1014,"Not applicable","Widowed","2","$10000 - 14999","Not too happy","Ballot a"
2004,1015,"Not applicable","Separated","2","$25000 or more","Not applicable","Ballot a"
2004,1016,"40","Married","0","$25000 or more","Very happy","Ballot a"
2004,1017,"Not applicable","Widowed","3","$20000 - 24999","Not applicable","Ballot b"
2004,1018,"Not applicable","Never married","0","$25000 or more","Not applicable","Ballot b"
2004,1019,"44","Never married","0","$25000 or more","Very happy","Ballot b"
2004,1020,"40","Married","0","$25000 or more","Very happy","Ballot a"
2004,1021,"Not applicable","Divorced","2","$25000 or more","Pretty happy","Ballot b"
2004,1022,"47","Never married","0","$25000 or more","Pretty happy","Ballot c"
2004,1023,"48","Never married","1","Refused","Not applicable","Ballot b"
2004,1024,"50","Never married","0","Don't know","Pretty happy","Ballot c"
2004,1025,"52","Married","1","$25000 or more","Very happy","Ballot b"
2004,1026,"Not applicable","Never married","0","$25000 or more","Not applicable","Ballot b"
2004,1027,"23","Never married","0","Don't know","Not applicable","Ballot b"
2004,1028,"Not applicable","Divorced","2","$10000 - 14999","Pretty happy","Ballot b"
2004,1029,"37","Never married","0","$20000 - 24999","Pretty happy","Ballot a"
2004,1030,"56","Never married","0","$25000 or more","Pretty happy","Ballot c"
2004,1031,"10","Married","3","$25000 or more","Not applicable","Ballot b"
2004,1032,"45","Married","0","$25000 or more","Very happy","Ballot b"
2004,1033,"45","Widowed","2","$25000 or more","Very happy","Ballot a"
2004,1034,"37","Married","1","$25000 or more","Not applicable","Ballot c"
2004,1035,"46","Divorced","1","$25000 or more","Not applicable","Ballot a"
2004,1036,"12","Married","2","$25000 or more","Not applicable","Ballot c"
2004,1037,"40","Never married","1","$25000 or more","Not applicable","Ballot c"
2004,1038,"60","Never married","0","$25000 or more","Pretty happy","Ballot a"
2004,1039,"Not applicable","Never married","0","$8000 to 9999","Not applicable","Ballot a"
2004,1040,"Not applicable","Divorced","2","$25000 or more","Pretty happy","Ballot b"
2004,1041,"Not applicable","Divorced","2","$20000 - 24999","Not applicable","Ballot b"
2004,1042,"30","Never married","0","$15000 - 19999","Not applicable","Ballot c"
2004,1043,"38","Married","3","$25000 or more","Not applicable","Ballot c"
2004,1044,"50","Never married","0","$20000 - 24999","Pretty happy","Ballot a"
2004,1045,"40","Never married","0","$25000 or more","Pretty happy","Ballot c"
2004,1046,"Not applicable","Divorced","4","$7000 to 7999","Pretty happy","Ballot a"
2004,1047,"Not applicable","Never married","0","$4000 to 4999","Pretty happy","Ballot b"
2004,1048,"Not applicable","Never married","0","Lt $1000","Pretty happy","Ballot c"
2004,1049,"20","Divorced","2","$15000 - 19999","Not applicable","Ballot b"
2004,1050,"Not applicable","Never married","0","$15000 - 19999","Not applicable","Ballot a"
2004,1051,"Not applicable","Never married","0","$10000 - 14999","Pretty happy","Ballot b"
2004,1052,"Not applicable","Widowed","3","$25000 or more","Not too happy","Ballot c"
2004,1053,"50","Married","2","$25000 or more","Pretty happy","Ballot c"
2004,1054,"34","Married","1","$25000 or more","Not applicable","Ballot b"
2004,1055,"42","Married","2","$25000 or more","Not applicable","Ballot b"
2004,1056,"Not applicable","Married","6","$25000 or more","Very happy","Ballot b"
2004,1057,"60","Married","3","Don't know","Pretty happy","Ballot b"
2004,1058,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot b"
2004,1059,"Not applicable","Widowed","2","$20000 - 24999","Very happy","Ballot c"
2004,1060,"23","Divorced","2","$25000 or more","Pretty happy","Ballot c"
2004,1061,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot c"
2004,1062,"Not applicable","Widowed","2","$20000 - 24999","Pretty happy","Ballot a"
2004,1063,"Not applicable","Married","4","$10000 - 14999","Not applicable","Ballot b"
2004,1064,"40","Married","0","$25000 or more","Very happy","Ballot c"
2004,1065,"40","Married","0","$25000 or more","Not applicable","Ballot b"
2004,1066,"52","Divorced","0","$25000 or more","Not applicable","Ballot b"
2004,1067,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot a"
2004,1068,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot c"
2004,1069,"40","Widowed","5","$25000 or more","Pretty happy","Ballot b"
2004,1070,"Not applicable","Married","1","$25000 or more","Not applicable","Ballot c"
2004,1071,"40","Never married","0","$25000 or more","Not too happy","Ballot c"
2004,1072,"No answer","Never married","0","$15000 - 19999","Not applicable","Ballot a"
