"year","id","hrs1","marital","childs","income","happy","ballot"
2016,1726,"40","Never married","1","$25000 or more","Pretty happy","Ballot c"
2016,1727,"Not applicable","Divorced","2","$10000 - 14999","Pretty happy","Ballot a"
2016,1728,"Not applicable","Married","4","$25000 or more","Very happy","Ballot b"
2016,1729,"Not applicable","Divorced","2","Refused","Pretty happy","Ballot a"
2016,1730,"35","Married","0","$15000 - 19999","Very happy","Ballot c"
2016,1731,"Not applicable","Never married","0","$20000 - 24999","Very happy","Ballot b"
2016,1732,"8","Widowed","1","$5000 to 5999","Not too happy","Ballot c"
2016,1733,"Not applicable","Married","7","Don't know","Very happy","Ballot a"
2016,1734,"Not applicable","Widowed","4","$25000 or more","Pretty happy","Ballot c"
2016,1735,"40","Married","2","Don't know","Not too happy","Ballot b"
2016,1736,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot b"
2016,1737,"40","Married","2","$25000 or more","Pretty happy","Ballot a"
2016,1738,"25","Never married","0","Don't know","Pretty happy","Ballot b"
2016,1739,"Not applicable","Married","1","$25000 or more","Very happy","Ballot c"
2016,1740,"40","Married","0","$25000 or more","Very happy","Ballot b"
2016,1741,"Not applicable","Divorced","1","$25000 or more","Pretty happy","Ballot c"
2016,1742,"Not applicable","Married","0","$25000 or more","Pretty happy","Ballot b"
2016,1743,"Not applicable","Married","2","$20000 - 24999","Pretty happy","Ballot a"
2016,1744,"Not applicable","Married","3","Refused","Very happy","Ballot c"
2016,1745,"44","Married","4","$25000 or more","Pretty happy","Ballot b"
2016,1746,"60","Never married","0","$25000 or more","Very happy","Ballot a"
2016,1747,"Not applicable","Widowed","3","$25000 or more","Pretty happy","Ballot b"
2016,1748,"55","Never married","0","$25000 or more","Pretty happy","Ballot b"
2016,1749,"65","Never married","1","$25000 or more","Pretty happy","Ballot c"
2016,1750,"Not applicable","Divorced","0","$4000 to 4999","Not too happy","Ballot b"
2016,1751,"Not applicable","Widowed","2","$25000 or more","Very happy","Ballot a"
2016,1752,"40","Separated","6","$25000 or more","Not too happy","Ballot c"
2016,1753,"40","Never married","4","$25000 or more","Pretty happy","Ballot a"
2016,1754,"Not applicable","Never married","1","$25000 or more","Not too happy","Ballot c"
2016,1755,"50","Divorced","3","$25000 or more","Pretty happy","Ballot c"
2016,1756,"Not applicable","Never married","7","$7000 to 7999","Pretty happy","Ballot c"
2016,1757,"50","Divorced","0","$25000 or more","Very happy","Ballot a"
2016,1758,"40","Never married","0","$25000 or more","Pretty happy","Ballot a"
2016,1759,"Not applicable","Separated","1","$10000 - 14999","Not too happy","Ballot a"
2016,1760,"Not applicable","Widowed","2","$25000 or more","Pretty happy","Ballot c"
2016,1761,"Not applicable","Divorced","2","$1000 to 2999","Not too happy","Ballot b"
2016,1762,"Not applicable","Never married","1","Don't know","Pretty happy","Ballot b"
2016,1763,"Not applicable","Separated","1","Lt $1000","Pretty happy","Ballot a"
2016,1764,"45","Married","Eight or m","$20000 - 24999","Very happy","Ballot c"
2016,1765,"Not applicable","Divorced","2","$3000 to 3999","Pretty happy","Ballot b"
2016,1766,"60","Married","1","$25000 or more","Pretty happy","Ballot c"
2016,1767,"Not applicable","Divorced","4","$8000 to 9999","Not too happy","Ballot b"
2016,1768,"40","Divorced","2","$25000 or more","Not too happy","Ballot c"
2016,1769,"Not applicable","Divorced","Eight or m","$25000 or more","Not too happy","Ballot c"
2016,1770,"Not applicable","Married","1","Don't know","Very happy","Ballot a"
2016,1771,"Not applicable","Widowed","2","$25000 or more","Pretty happy","Ballot c"
2016,1772,"40","Divorced","4","$20000 - 24999","Pretty happy","Ballot b"
2016,1773,"40","Never married","0","Refused","Pretty happy","Ballot c"
2016,1774,"55","Never married","1","$25000 or more","Pretty happy","Ballot a"
2016,1775,"50","Never married","0","$25000 or more","Very happy","Ballot b"
2016,1776,"41","Never married","0","$20000 - 24999","Pretty happy","Ballot a"
2016,1777,"40","Never married","0","Don't know","Pretty happy","Ballot c"
2016,1778,"Not applicable","Divorced","3","$8000 to 9999","Pretty happy","Ballot b"
2016,1779,"20","Divorced","3","$25000 or more","Not too happy","Ballot a"
2016,1780,"20","Divorced","1","$20000 - 24999","Not too happy","Ballot c"
2016,1781,"65","Never married","0","$25000 or more","Pretty happy","Ballot c"
2016,1782,"No answer","Widowed","1","$25000 or more","Very happy","Ballot a"
2016,1783,"Not applicable","Married","1","$25000 or more","Very happy","Ballot c"
2016,1784,"Not applicable","Married","4","$25000 or more","Pretty happy","Ballot b"
2016,1785,"Not applicable","Married","3","$10000 - 14999","Pretty happy","Ballot a"
2016,1786,"40","Never married","1","$25000 or more","Pretty happy","Ballot b"
2016,1787,"40","Married","5","$25000 or more","Pretty happy","Ballot a"
2016,1788,"Not applicable","Divorced","2","$8000 to 9999","Pretty happy","Ballot c"
2016,1789,"Not applicable","Married","4","$20000 - 24999","Pretty happy","Ballot b"
2016,1790,"Not applicable","Divorced","2","$25000 or more","Pretty happy","Ballot b"
2016,1791,"Not applicable","Never married","0","$25000 or more","Very happy","Ballot c"
2016,1792,"40","Never married","1","$25000 or more","Pretty happy","Ballot b"
2016,1793,"Not applicable","Never married","2","$20000 - 24999","Pretty happy","Ballot b"
2016,1794,"Not applicable","Never married","0","$25000 or more","Pretty happy","Ballot a"
2016,1795,"Not applicable","Divorced","Dk na","$15000 - 19999","Not too happy","Ballot c"
2016,1796,"Not applicable","Married","1","$25000 or more","Very happy","Ballot b"
2016,1797,"Not applicable","Never married","0","$25000 or more","Not too happy","Ballot b"
2016,1798,"47","Never married","0","$25000 or more","Very happy","Ballot a"
2016,1799,"40","Never married","0","$25000 or more","Pretty happy","Ballot c"
2016,1800,"Not applicable","Married","2","$25000 or more","Very happy","Ballot a"
2016,1801,"40","Married","1","$25000 or more","Very happy","Ballot a"
2016,1802,"46","Married","2","Refused","Very happy","Ballot b"
2016,1803,"Not applicable","Divorced","2","$25000 or more","Very happy","Ballot c"
2016,1804,"10","Married","2","Refused","Pretty happy","Ballot c"
2016,1805,"Not applicable","Married","3","$25000 or more","Very happy","Ballot b"
2016,1806,"Not applicable","Married","0","Refused","Pretty happy","Ballot b"
2016,1807,"40","Married","0","$25000 or more","Pretty happy","Ballot c"
2016,1808,"40","Married","0","$25000 or more","Very happy","Ballot b"
2016,1809,"Not applicable","Divorced","2","Lt $1000","Not too happy","Ballot c"
2016,1810,"36","Divorced","1","$25000 or more","Very happy","Ballot a"
2016,1811,"Not applicable","Divorced","2","$10000 - 14999","Very happy","Ballot b"
2016,1812,"45","Divorced","2","$25000 or more","Not too happy","Ballot c"
2016,1813,"4","Divorced","3","$25000 or more","Pretty happy","Ballot c"
2016,1814,"47","Married","2","$25000 or more","Pretty happy","Ballot b"
2016,1815,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot c"
2016,1816,"30","Married","3","$25000 or more","Pretty happy","Ballot b"
2016,1817,"Not applicable","Married","2","$25000 or more","Very happy","Ballot a"
2016,1818,"Not applicable","Divorced","2","$15000 - 19999","Pretty happy","Ballot b"
2016,1819,"Not applicable","Widowed","3","$25000 or more","Very happy","Ballot c"
2016,1820,"Not applicable","Widowed","2","Refused","Very happy","Ballot a"
2016,1821,"Not applicable","Divorced","1","$10000 - 14999","Pretty happy","Ballot c"
2016,1822,"40","Married","4","$25000 or more","Pretty happy","Ballot b"
2016,1823,"Not applicable","Never married","0","Lt $1000","Not too happy","Ballot a"
2016,1824,"Not applicable","Married","1","$25000 or more","Very happy","Ballot c"
2016,1825,"40","Never married","0","$25000 or more","Very happy","Ballot c"
2016,1826,"36","Never married","0","$25000 or more","Pretty happy","Ballot b"
2016,1827,"40","Never married","3","$25000 or more","Pretty happy","Ballot a"
2016,1828,"Not applicable","Never married","4","$25000 or more","Not too happy","Ballot c"
2016,1829,"40","Never married","2","$20000 - 24999","Pretty happy","Ballot a"
2016,1830,"50","Divorced","2","Refused","Very happy","Ballot c"
2016,1831,"Not applicable","Widowed","1","$20000 - 24999","Pretty happy","Ballot a"
2016,1832,"Not applicable","Married","6","$20000 - 24999","Pretty happy","Ballot b"
2016,1833,"Not applicable","Married","3","Don't know","Pretty happy","Ballot c"
2016,1834,"Not applicable","Married","2","$20000 - 24999","Not too happy","Ballot b"
2016,1835,"40","Married","4","$25000 or more","Not too happy","Ballot a"
2016,1836,"Not applicable","Divorced","5","Don't know","Pretty happy","Ballot a"
2016,1837,"40","Separated","3","$25000 or more","Pretty happy","Ballot b"
2016,1838,"40","Married","1","$25000 or more","Pretty happy","Ballot c"
2016,1839,"40","Married","3","$25000 or more","Pretty happy","Ballot b"
2016,1840,"25","Married","4","$25000 or more","Pretty happy","Ballot a"
2016,1841,"Not applicable","Divorced","2","$25000 or more","Pretty happy","Ballot a"
2016,1842,"Not applicable","Divorced","2","$10000 - 14999","Not too happy","Ballot c"
2016,1843,"40","Married","3","$25000 or more","Very happy","Ballot a"
2016,1844,"65","Married","2","$25000 or more","Very happy","Ballot c"
2016,1845,"Not applicable","Married","2","$20000 - 24999","Very happy","Ballot b"
2016,1846,"40","Married","3","$25000 or more","Very happy","Ballot a"
2016,1847,"40","Divorced","1","$15000 - 19999","Pretty happy","Ballot c"
2016,1848,"40","Married","2","Refused","Very happy","Ballot b"
2016,1849,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot a"
2016,1850,"30","Never married","1","$25000 or more","Pretty happy","Ballot c"
2016,1851,"Not applicable","Married","1","$25000 or more","Pretty happy","Ballot c"
2016,1852,"33","Married","2","$25000 or more","Pretty happy","Ballot b"
2016,1853,"Not applicable","Never married","0","$25000 or more","Pretty happy","Ballot b"
2016,1854,"50","Divorced","3","$25000 or more","Not too happy","Ballot a"
2016,1855,"41","Never married","0","$20000 - 24999","Pretty happy","Ballot b"
2016,1856,"Not applicable","Never married","1","$1000 to 2999","Pretty happy","Ballot a"
2016,1857,"Not applicable","Never married","0","$25000 or more","Pretty happy","Ballot c"
2016,1858,"40","Married","2","$25000 or more","Pretty happy","Ballot b"
2016,1859,"2","Widowed","0","$25000 or more","Pretty happy","Ballot c"
2016,1860,"20","Widowed","5","$25000 or more","Pretty happy","Ballot a"
2016,1861,"48","Never married","3","$25000 or more","Very happy","Ballot c"
2016,1862,"25","Widowed","2","$25000 or more","Pretty happy","Ballot b"
2016,1863,"Not applicable","Divorced","3","$15000 - 19999","Not too happy","Ballot c"
2016,1864,"Not applicable","Widowed","2","$25000 or more","Very happy","Ballot b"
2016,1865,"Not applicable","Widowed","0","$25000 or more","Very happy","Ballot a"
2016,1866,"Not applicable","Married","2","$25000 or more","Very happy","Ballot c"
2016,1867,"Not applicable","Married","2","Don't know","Pretty happy","Ballot c"
2016,1868,"Not applicable","Separated","3","Don't know","Pretty happy","Ballot a"
2016,1869,"Not applicable","Widowed","1","$20000 - 24999","Not too happy","Ballot c"
2016,1870,"Not applicable","Married","1","$25000 or more","Very happy","Ballot b"
2016,1871,"Not applicable","Widowed","5","$8000 to 9999","Not too happy","Ballot c"
2016,1872,"Not applicable","Divorced","3","$10000 - 14999","Pretty happy","Ballot b"
2016,1873,"40","Married","2","$25000 or more","Not too happy","Ballot a"
2016,1874,"Not applicable","Divorced","3","$10000 - 14999","Pretty happy","Ballot c"
2016,1875,"Not applicable","Widowed","3","$25000 or more","Pretty happy","Ballot b"
2016,1876,"Not applicable","Divorced","2","$15000 - 19999","Pretty happy","Ballot b"
2016,1877,"Not applicable","Widowed","3","$25000 or more","Pretty happy","Ballot a"
2016,1878,"45","Married","4","$25000 or more","Very happy","Ballot c"
2016,1879,"Not applicable","Married","1","Refused","Very happy","Ballot b"
2016,1880,"50","Married","2","Refused","Pretty happy","Ballot a"
2016,1881,"Not applicable","Widowed","1","$25000 or more","Pretty happy","Ballot c"
2016,1882,"Not applicable","Widowed","2","Refused","Not too happy","Ballot b"
2016,1883,"Not applicable","Married","1","$25000 or more","Pretty happy","Ballot a"
2016,1884,"Not applicable","Widowed","2","$25000 or more","Pretty happy","Ballot c"
2016,1885,"50","Married","2","Refused","Pretty happy","Ballot b"
2016,1886,"Not applicable","Divorced","2","$15000 - 19999","Not too happy","Ballot a"
2016,1887,"Not applicable","Married","4","$20000 - 24999","Pretty happy","Ballot c"
2016,1888,"Not applicable","Widowed","0","$25000 or more","Not too happy","Ballot a"
2016,1889,"40","Married","1","Refused","Very happy","Ballot b"
2016,1890,"Not applicable","Never married","0","$25000 or more","Pretty happy","Ballot a"
2016,1891,"Not applicable","Married","3","Don't know","Pretty happy","Ballot c"
2016,1892,"Not applicable","Never married","0","$25000 or more","Not too happy","Ballot b"
2016,1893,"89","Married","2","$25000 or more","Pretty happy","Ballot a"
2016,1894,"60","Never married","0","Don't know","Pretty happy","Ballot b"
2016,1895,"Not applicable","Married","2","$25000 or more","Very happy","Ballot a"
2016,1896,"24","Widowed","3","$25000 or more","Pretty happy","Ballot c"
2016,1897,"Not applicable","Married","3","$25000 or more","Very happy","Ballot b"
2016,1898,"40","Never married","0","Refused","Pretty happy","Ballot a"
2016,1899,"45","Married","0","$25000 or more","Pretty happy","Ballot c"
2016,1900,"45","Married","0","$25000 or more","Pretty happy","Ballot b"
2016,1901,"65","Divorced","3","$20000 - 24999","Not too happy","Ballot a"
2016,1902,"40","Divorced","1","$20000 - 24999","Pretty happy","Ballot c"
2016,1903,"Not applicable","Never married","0","$10000 - 14999","Not too happy","Ballot b"
2016,1904,"40","Married","4","$25000 or more","Pretty happy","Ballot a"
2016,1905,"Not applicable","Married","3","$25000 or more","Pretty happy","Ballot b"
2016,1906,"40","Married","4","$25000 or more","Pretty happy","Ballot a"
2016,1907,"40","Widowed","1","$25000 or more","Pretty happy","Ballot b"
2016,1908,"Not applicable","Never married","0","$10000 - 14999","Not too happy","Ballot a"
2016,1909,"Not applicable","Never married","0","$25000 or more","Very happy","Ballot c"
2016,1910,"18","Never married","3","$25000 or more","Pretty happy","Ballot b"
2016,1911,"Not applicable","Married","2","$25000 or more","Not too happy","Ballot c"
2016,1912,"Not applicable","Never married","0","$20000 - 24999","Pretty happy","Ballot b"
2016,1913,"46","Married","2","$25000 or more","Very happy","Ballot a"
2016,1914,"Don't know","Divorced","4","$1000 to 2999","Pretty happy","Ballot c"
2016,1915,"Not applicable","Divorced","1","$25000 or more","Pretty happy","Ballot b"
2016,1916,"50","Separated","3","$25000 or more","Pretty happy","Ballot c"
2016,1917,"50","Never married","0","$25000 or more","Pretty happy","Ballot a"
2016,1918,"Not applicable","Never married","2","Don't know","Not too happy","Ballot c"
2016,1919,"40","Married","1","$25000 or more","Very happy","Ballot b"
2016,1920,"Not applicable","Widowed","2","$8000 to 9999","Not too happy","Ballot a"
2016,1921,"Not applicable","Married","6","$25000 or more","Pretty happy","Ballot b"
2016,1922,"35","Divorced","1","$25000 or more","Pretty happy","Ballot a"
2016,1923,"Not applicable","Widowed","3","$8000 to 9999","Pretty happy","Ballot a"
2016,1924,"Not applicable","Widowed","1","Lt $1000","Not too happy","Ballot c"
2016,1925,"Not applicable","Widowed","4","Don't know","Very happy","Ballot b"
2016,1926,"Not applicable","Married","2","$20000 - 24999","Very happy","Ballot a"
2016,1927,"Not applicable","Widowed","2","$20000 - 24999","Pretty happy","Ballot b"
2016,1928,"32","Divorced","2","$25000 or more","Pretty happy","Ballot a"
2016,1929,"40","Married","2","$25000 or more","Pretty happy","Ballot b"
2016,1930,"Not applicable","Married","0","$8000 to 9999","Pretty happy","Ballot a"
2016,1931,"Not applicable","Never married","3","$10000 - 14999","Pretty happy","Ballot c"
2016,1932,"25","Never married","2","$3000 to 3999","Pretty happy","Ballot a"
2016,1933,"Not applicable","Married","2","$25000 or more","Very happy","Ballot c"
2016,1934,"55","Married","1","Refused","Pretty happy","Ballot b"
2016,1935,"Not applicable","Never married","0","$20000 - 24999","Pretty happy","Ballot b"
2016,1936,"Not applicable","Married","3","Refused","Very happy","Ballot b"
2016,1937,"40","Separated","3","$25000 or more","Very happy","Ballot a"
2016,1938,"40","Married","2","$25000 or more","Very happy","Ballot c"
2016,1939,"40","Divorced","3","$25000 or more","Pretty happy","Ballot a"
2016,1940,"Not applicable","Married","2","Don't know","Pretty happy","Ballot c"
2016,1941,"Not applicable","Widowed","0","$25000 or more","Very happy","Ballot c"
2016,1942,"16","Never married","0","$25000 or more","Pretty happy","Ballot b"
2016,1943,"45","Never married","1","$20000 - 24999","Pretty happy","Ballot a"
2016,1944,"Not applicable","Divorced","2","Lt $1000","Pretty happy","Ballot b"
2016,1945,"40","Never married","0","Don't know","Not too happy","Ballot c"
2016,1946,"Not applicable","Married","2","Lt $1000","Pretty happy","Ballot c"
2016,1947,"Not applicable","Never married","0","$5000 to 5999","Pretty happy","Ballot a"
2016,1948,"48","Never married","0","$25000 or more","Pretty happy","Ballot c"
2016,1949,"40","Divorced","3","Refused","Very happy","Ballot a"
2016,1950,"Not applicable","Married","2","$15000 - 19999","Not too happy","Ballot c"
2016,1951,"56","Married","1","$25000 or more","Pretty happy","Ballot c"
2016,1952,"40","Married","0","$25000 or more","Pretty happy","Ballot b"
2016,1953,"Not applicable","Married","Eight or m","$25000 or more","Very happy","Ballot a"
2016,1954,"45","Separated","2","$25000 or more","Pretty happy","Ballot b"
2016,1955,"45","Never married","0","$25000 or more","Pretty happy","Ballot c"
2016,1956,"38","Married","2","$3000 to 3999","Very happy","Ballot b"
2016,1957,"Not applicable","Widowed","2","Refused","Not too happy","Ballot c"
2016,1958,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot b"
2016,1959,"Not applicable","Widowed","1","$25000 or more","Very happy","Ballot a"
2016,1960,"40","Widowed","1","$25000 or more","Not too happy","Ballot b"
2016,1961,"Not applicable","Married","3","Refused","Pretty happy","Ballot a"
2016,1962,"Not applicable","Never married","0","Don't know","Not too happy","Ballot c"
2016,1963,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot b"
2016,1964,"53","Never married","2","$15000 - 19999","Pretty happy","Ballot a"
2016,1965,"65","Married","2","$25000 or more","Pretty happy","Ballot a"
2016,1966,"Not applicable","Married","2","Refused","Very happy","Ballot c"
2016,1967,"50","Divorced","4","Refused","Very happy","Ballot b"
2016,1968,"50","Married","3","Refused","Very happy","Ballot c"
2016,1969,"Not applicable","Married","4","Refused","Very happy","Ballot b"
2016,1970,"Not applicable","Widowed","4","$25000 or more","Very happy","Ballot a"
2016,1971,"45","Married","1","Refused","Pretty happy","Ballot b"
2016,1972,"20","Married","2","$25000 or more","Very happy","Ballot a"
2016,1973,"33","Widowed","3","$25000 or more","Pretty happy","Ballot c"
2016,1974,"32","Divorced","2","$25000 or more","Pretty happy","Ballot b"
2016,1975,"62","Married","1","$25000 or more","Pretty happy","Ballot c"
2016,1976,"Not applicable","Divorced","2","Don't know","Not too happy","Ballot c"
2016,1977,"Not applicable","Married","1","$20000 - 24999","Not too happy","Ballot b"
2016,1978,"No answer","Married","1","$25000 or more","Pretty happy","Ballot a"
2016,1979,"40","Divorced","1","$25000 or more","Very happy","Ballot c"
2016,1980,"Not applicable","Divorced","4","$10000 - 14999","Pretty happy","Ballot b"
2016,1981,"Not applicable","Widowed","6","$4000 to 4999","Pretty happy","Ballot a"
2016,1982,"40","Divorced","0","$25000 or more","Not too happy","Ballot b"
2016,1983,"Not applicable","Married","3","$20000 - 24999","Pretty happy","Ballot a"
2016,1984,"50","Married","0","$25000 or more","Not too happy","Ballot a"
2016,1985,"40","Married","1","$25000 or more","Pretty happy","Ballot c"
2016,1986,"Not applicable","Married","1","$25000 or more","Pretty happy","Ballot a"
2016,1987,"Not applicable","Widowed","2","$25000 or more","Pretty happy","Ballot b"
2016,1988,"No answer","Married","2","Refused","Very happy","Ballot a"
2016,1989,"50","Married","1","$25000 or more","Not too happy","Ballot b"
2016,1990,"Not applicable","Never married","1","Lt $1000","Not too happy","Ballot a"
2016,1991,"32","Married","2","$25000 or more","Pretty happy","Ballot c"
2016,1992,"Not applicable","Divorced","2","$15000 - 19999","Very happy","Ballot b"
2016,1993,"Not applicable","Divorced","4","$15000 - 19999","Not too happy","Ballot a"
2016,1994,"Not applicable","Widowed","6","$25000 or more","Pretty happy","Ballot b"
2016,1995,"Not applicable","Divorced","2","$1000 to 2999","Very happy","Ballot a"
2016,1996,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot b"
2016,1997,"Not applicable","Divorced","2","$25000 or more","Pretty happy","Ballot c"
2016,1998,"40","Married","3","$25000 or more","Pretty happy","Ballot b"
2016,1999,"40","Divorced","0","$25000 or more","Not too happy","Ballot c"
2016,2000,"40","Married","2","Don't know","Pretty happy","Ballot b"
2016,2001,"Not applicable","Married","0","Refused","Very happy","Ballot a"
2016,2002,"54","Never married","0","$25000 or more","Pretty happy","Ballot c"
2016,2003,"Not applicable","Married","0","$20000 - 24999","Pretty happy","Ballot b"
2016,2004,"40","Never married","1","$25000 or more","Pretty happy","Ballot a"
2016,2005,"Not applicable","Widowed","3","$20000 - 24999","Pretty happy","Ballot c"
2016,2006,"Not applicable","Divorced","1","$10000 - 14999","Pretty happy","Ballot a"
2016,2007,"29","Married","2","$25000 or more","Very happy","Ballot c"
2016,2008,"60","Married","3","$25000 or more","Pretty happy","Ballot a"
2016,2009,"40","Married","2","$25000 or more","Pretty happy","Ballot b"
2016,2010,"48","Never married","0","$25000 or more","Pretty happy","Ballot b"
2016,2011,"4","Married","2","$25000 or more","Pretty happy","Ballot a"
2016,2012,"60","Never married","0","$25000 or more","Very happy","Ballot b"
2016,2013,"Not applicable","Widowed","1","Refused","Pretty happy","Ballot a"
2016,2014,"Not applicable","Widowed","2","$25000 or more","Pretty happy","Ballot b"
2016,2015,"40","Married","1","$25000 or more","Pretty happy","Ballot a"
2016,2016,"40","Married","0","Refused","Very happy","Ballot a"
2016,2017,"Not applicable","Married","2","Refused","Pretty happy","Ballot c"
2016,2018,"Not applicable","Never married","0","$25000 or more","Very happy","Ballot b"
2016,2019,"37","Married","6","$25000 or more","Pretty happy","Ballot b"
2016,2020,"Not applicable","Married","0","$25000 or more","Pretty happy","Ballot a"
2016,2021,"Not applicable","Divorced","2","$25000 or more","Not too happy","Ballot c"
2016,2022,"Not applicable","Widowed","3","$25000 or more","Pretty happy","Ballot b"
2016,2023,"Not applicable","Married","3","$25000 or more","Pretty happy","Ballot b"
2016,2024,"Not applicable","Married","2","Don't know","Very happy","Ballot a"
2016,2025,"Not applicable","Never married","0","$25000 or more","Pretty happy","Ballot c"
2016,2026,"Not applicable","Widowed","3","$25000 or more","Very happy","Ballot b"
2016,2027,"Not applicable","Divorced","0","$10000 - 14999","Not too happy","Ballot c"
2016,2028,"Not applicable","Married","0","$25000 or more","Very happy","Ballot b"
2016,2029,"Not applicable","Divorced","3","$25000 or more","Pretty happy","Ballot c"
2016,2030,"41","Married","1","$25000 or more","Pretty happy","Ballot b"
2016,2031,"Not applicable","Married","3","$25000 or more","Very happy","Ballot c"
2016,2032,"42","Married","4","$25000 or more","Pretty happy","Ballot a"
2016,2033,"30","Married","1","$20000 - 24999","Very happy","Ballot c"
2016,2034,"Not applicable","Widowed","2","$20000 - 24999","Pretty happy","Ballot b"
2016,2035,"24","Never married","1","$10000 - 14999","Pretty happy","Ballot a"
2016,2036,"20","Never married","0","$8000 to 9999","Pretty happy","Ballot b"
2016,2037,"Not applicable","Widowed","2","$25000 or more","Pretty happy","Ballot b"
2016,2038,"42","Never married","0","$7000 to 7999","Not too happy","Ballot a"
2016,2039,"40","Married","1","$25000 or more","Very happy","Ballot a"
2016,2040,"Not applicable","Married","0","Don't know","Pretty happy","Ballot b"
2016,2041,"Not applicable","Widowed","4","$10000 - 14999","Very happy","Ballot a"
2016,2042,"22","Married","1","$25000 or more","Very happy","Ballot c"
2016,2043,"28","Never married","0","$25000 or more","Not too happy","Ballot b"
2016,2044,"32","Married","1","$25000 or more","Very happy","Ballot a"
2016,2045,"36","Never married","2","Don't know","Pretty happy","Ballot c"
2016,2046,"40","Divorced","3","$10000 - 14999","Very happy","Ballot c"
2016,2047,"40","Never married","0","$25000 or more","Pretty happy","Ballot b"
2016,2048,"Not applicable","Never married","0","$1000 to 2999","Pretty happy","Ballot c"
2016,2049,"Not applicable","Never married","0","$25000 or more","Pretty happy","Ballot b"
2016,2050,"Not applicable","Never married","0","$25000 or more","Very happy","Ballot a"
2016,2051,"50","Married","3","$25000 or more","Pretty happy","Ballot c"
2016,2052,"Not applicable","Never married","0","$10000 - 14999","Not too happy","Ballot c"
2016,2053,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot b"
2016,2054,"Not applicable","Married","4","$25000 or more","Very happy","Ballot c"
2016,2055,"48","Never married","2","$25000 or more","Pretty happy","Ballot b"
2016,2056,"45","Married","5","$25000 or more","Not too happy","Ballot a"
2016,2057,"19","Never married","1","$20000 - 24999","Very happy","Ballot b"
2016,2058,"35","Never married","0","$25000 or more","Not too happy","Ballot c"
2016,2059,"22","Married","2","$25000 or more","Very happy","Ballot a"
2016,2060,"40","Widowed","2","$25000 or more","Very happy","Ballot c"
2016,2061,"Not applicable","Never married","1","$25000 or more","Pretty happy","Ballot b"
2016,2062,"20","Married","3","$25000 or more","Very happy","Ballot a"
2016,2063,"40","Married","2","Refused","Pretty happy","Ballot c"
2016,2064,"Not applicable","Widowed","6","$25000 or more","Pretty happy","Ballot b"
2016,2065,"Not applicable","Divorced","5","$25000 or more","Pretty happy","Ballot a"
2016,2066,"40","Never married","0","$25000 or more","Pretty happy","Ballot c"
2016,2067,"Not applicable","Divorced","2","$25000 or more","Not too happy","Ballot c"
2016,2068,"43","Divorced","2","$25000 or more","Pretty happy","Ballot b"
2016,2069,"Not applicable","Never married","0","$25000 or more","Very happy","Ballot b"
2016,2070,"Not applicable","Never married","0","$1000 to 2999","Pretty happy","Ballot b"
2016,2071,"Not applicable","Never married","0","$20000 - 24999","Pretty happy","Ballot b"
2016,2072,"40","Divorced","3","$25000 or more","Pretty happy","Ballot c"
2016,2073,"40","Married","2","$25000 or more","Pretty happy","Ballot a"
2016,2074,"Not applicable","Married","4","$25000 or more","Pretty happy","Ballot c"
2016,2075,"60","Married","2","$25000 or more","Pretty happy","Ballot c"
2016,2076,"Not applicable","Married","1","Refused","Very happy","Ballot b"
2016,2077,"54","Never married","0","$15000 - 19999","Very happy","Ballot a"
2016,2078,"40","Never married","3","$25000 or more","Not too happy","Ballot c"
2016,2079,"30","Married","2","Refused","Pretty happy","Ballot a"
2016,2080,"40","Never married","0","$25000 or more","Pretty happy","Ballot c"
2016,2081,"Not applicable","Never married","3","$15000 - 19999","Very happy","Ballot b"
2016,2082,"36","Married","3","$25000 or more","Pretty happy","Ballot c"
2016,2083,"Not applicable","Divorced","4","$25000 or more","Pretty happy","Ballot b"
2016,2084,"72","Divorced","4","$25000 or more","Pretty happy","Ballot a"
2016,2085,"22","Married","0","$25000 or more","Pretty happy","Ballot c"
2016,2086,"30","Never married","1","$15000 - 19999","Not too happy","Ballot b"
2016,2087,"40","Married","1","$25000 or more","Very happy","Ballot c"
2016,2088,"60","Married","1","$25000 or more","Pretty happy","Ballot a"
2016,2089,"70","Married","2","$25000 or more","Very happy","Ballot c"
2016,2090,"Not applicable","Married","5","Don't know","Pretty happy","Ballot b"
2016,2091,"Not applicable","Widowed","5","Don't know","Pretty happy","Ballot a"
2016,2092,"Not applicable","Married","3","$25000 or more","Very happy","Ballot c"
2016,2093,"40","Divorced","0","$8000 to 9999","Pretty happy","Ballot b"
2016,2094,"Not applicable","Never married","0","Refused","Very happy","Ballot c"
2016,2095,"Not applicable","Married","3","$25000 or more","Pretty happy","Ballot b"
2016,2096,"Not applicable","Married","2","$25000 or more","Very happy","Ballot a"
2016,2097,"36","Divorced","2","Refused","Pretty happy","Ballot c"
2016,2098,"Not applicable","Widowed","0","$25000 or more","Very happy","Ballot b"
